District,Ward,"Geos(String format: Long,Lat)",Google map link,Open for FD Zones?,
Tân Bình,15,"[106.635803222656,10.8038358688355 106.630104064941,10.8222789764405 106.627891540527,10.824694633484 106.630241394043,10.8278884887696 106.632369995117,10.8330116271973 106.633972167969,10.8323869705201 106.642509460449,10.8281993865968 106.646331787109,10.8373432159424 106.649108886719,10.8366155624391 106.652061462402,10.8368330001832 106.657249450684,10.8353319168091 106.65934753418,10.833194732666 106.663581848144,10.8306741714478 106.666137695313,10.8284521102905 106.668014526367,10.8283920288087 106.670433044434,10.827169418335 106.673118591309,10.827956199646 106.674499511719,10.8261833190919 106.677597045898,10.827013015747 106.678596496582,10.8261451721191 106.678337097168,10.8252019882203 106.673332214355,10.8223590850831 106.674873352051,10.8182992935181 106.674186706543,10.8179798126221 106.669853210449,10.8162717819214 106.669853210449,10.816921234131 106.667556762695,10.8161220550538 106.666404724121,10.819513320923 106.660606384277,10.8173961639404 106.66170501709,10.8165454864502 106.661651611328,10.8098335266114 106.664764404297,10.8094377517701 106.664619445801,10.8077411651611 106.661628723145,10.8080253601074 106.661109924316,10.8044996261598 106.658851623535,10.8052263259888 106.65860748291,10.8033046722412 106.657325744629,10.8034620285035 106.65754699707,10.8010482788086 106.653938293457,10.8013648986816 106.652572631836,10.8014841079712 106.653381347656,10.8099393844605 106.648094177246,10.8090524673461 106.645156860352,10.8096084594726 106.644325256348,10.8107938766481 106.6416015625,10.8098173141481 106.639785766602,10.8076267242432 106.636184692383,10.8061532974244 106.637596130371,10.8042316436768 106.635803222656,10.8038358688355]",,Not open,
Tân Phú,Hiệp Tân,"[106.621574401856,10.7737865447999 106.628608703613,10.7775964736938 106.633644104004,10.7759933471681 106.632369995117,10.7734689712525 106.631828308106,10.7702770233154 106.631889343262,10.767282485962 106.629470825195,10.7668209075927 106.623016357422,10.7674169540405 106.621574401856,10.7737865447999]","https://www.google.com/maps/place/T%C3%A2n+Ph%C3%BA,+Ho+Chi+Minh+City,+Vietnam/@10.8035455,106.6181676,13z/data=!4m5!3m4!1s0x31752bf733e69175:0xd8d63453733325fe!8m2!3d10.7900517!4d106.6281901",Not open,12
Tân Phú,Hoà Thạnh,"[106.633644104004,10.7759933471681 106.635101318359,10.7783088684083 106.636024475098,10.7817153930665 106.636749267578,10.7865171432496 106.636848449707,10.7871427536012 106.64119720459,10.7870645523072 106.641639709473,10.7859277725221 106.642059326172,10.7849340438844 106.64054107666,10.7844438552857 106.640121459961,10.7816896438598 106.641189575195,10.7804574966431 106.637916564941,10.7750539779663 106.636505126953,10.7741861343384 106.635597229004,10.7695980072022 106.631828308106,10.7702770233154 106.632369995117,10.7734689712525 106.633644104004,10.7759933471681]",,OK,
Tân Phú,Phú Thạnh,"[106.621574401856,10.7737865447999 106.621238708496,10.7772817611695 106.618789672852,10.7845277786256 106.620765686035,10.7848339080811 106.634292602539,10.7806758880616 106.636024475098,10.7817153930665 106.635101318359,10.7783088684083 106.633644104004,10.7759933471681 106.628608703613,10.7775964736938 106.621574401856,10.7737865447999]",,Not open,
Tân Phú,Phú Thọ Hoà,"[106.636024475098,10.7817153930665 106.634292602539,10.7806758880616 106.620765686035,10.7848339080811 106.618789672852,10.7845277786256 106.617408752442,10.7880859375 106.621871948242,10.7884359359741 106.622543334961,10.7896595001221 106.627090454102,10.7883577346801 106.628059387207,10.7878007888794 106.633590698242,10.7877254486085 106.636749267578,10.7865171432496 106.636024475098,10.7817153930665]",,Not open,
Tân Phú,Phú Trung,"[106.637603759766,10.7689924240113 106.635688781738,10.7695722579957 106.635597229004,10.7695980072022 106.636505126953,10.7741861343384 106.637916564941,10.7750539779663 106.641189575195,10.7804574966431 106.640121459961,10.7816896438598 106.64054107666,10.7844438552857 106.642059326172,10.7849340438844 106.643356323242,10.7813873291016 106.647705078125,10.7752437591553 106.644325256348,10.7750129699707 106.642120361328,10.7721405029297 106.641624450684,10.7725524902345 106.637603759766,10.7689924240113]",,Ok,
Tân Phú,Sơn Kỳ,"[106.624626159668,10.8014678955078 106.61368560791,10.7967290878296 106.608428955078,10.8058586120607 106.60676574707,10.8061141967775 106.60774230957,10.8130197525026 106.614898681641,10.8093280792236 106.631080627441,10.8054475784302 106.632781982422,10.8034944534302 106.624626159668,10.8014678955078]",,Not open,
Tân Phú,Tân Quý,"[106.617408752442,10.7880859375 106.61368560791,10.7967290878296 106.624626159668,10.8014678955078 106.623931884766,10.7993335723878 106.627403259277,10.7985105514527 106.627593994141,10.7958126068115 106.629409790039,10.7949237823487 106.628387451172,10.7929916381837 106.630142211914,10.7926454544068 106.629348754883,10.7904157638549 106.627197265625,10.7892456054688 106.627090454102,10.7883577346801 106.622543334961,10.7896595001221 106.621871948242,10.7884359359741 106.617408752442,10.7880859375]",,Not open,
Tân Phú,Tân Sơn Nhì,"[106.638366699219,10.7956151962281 106.638145446777,10.7950677871705 106.634582519531,10.7955818176269 106.634262084961,10.7937154769899 106.629409790039,10.7949237823487 106.627593994141,10.7958126068115 106.627403259277,10.7985105514527 106.623931884766,10.7993335723878 106.624626159668,10.8014678955078 106.632781982422,10.8034944534302 106.635803222656,10.8038358688355 106.636741638184,10.8017711639404 106.638366699219,10.7956151962281]",,Not open,
Tân Phú,Tân Thành,"[106.636749267578,10.7865171432496 106.633590698242,10.7877254486085 106.628059387207,10.7878007888794 106.627090454102,10.7883577346801 106.627197265625,10.7892456054688 106.629348754883,10.7904157638549 106.630142211914,10.7926454544068 106.628387451172,10.7929916381837 106.629409790039,10.7949237823487 106.634262084961,10.7937154769899 106.634582519531,10.7955818176269 106.638145446777,10.7950677871705 106.638366699219,10.7956151962281 106.64119720459,10.7870645523072 106.636848449707,10.7871427536012 106.636749267578,10.7865171432496]",,OK,
Tân Phú,Tân Thới Hoà,"[106.623016357422,10.7674169540405 106.629470825195,10.7668209075927 106.631889343262,10.767282485962 106.631828308106,10.7702770233154 106.635597229004,10.7695980072022 106.635688781738,10.7695722579957 106.635704040527,10.7625312805177 106.635040283203,10.759801864624 106.634162902832,10.7590284347535 106.633598327637,10.7582540512086 106.629707336426,10.7602014541627 106.624771118164,10.7607307434082 106.624069213867,10.7624311447144 106.623016357422,10.7674169540405]",,Not open,
Tân Phú,Tây Thạnh,"[106.632781982422,10.8034944534302 106.631080627441,10.8054475784302 106.614898681641,10.8093280792236 106.60774230957,10.8130197525026 106.610900878906,10.8162136077882 106.616172790527,10.8194103240967 106.617660522461,10.8197784423828 106.619926452637,10.8186292648315 106.623374938965,10.8194637298583 106.627891540527,10.824694633484 106.630104064941,10.8222789764405 106.635803222656,10.8038358688355 106.632781982422,10.8034944534302]",,Not open,
2,An Khánh,"[106.72762298584,10.7794017791749 106.725967407227,10.7788677215576 106.723915100098,10.7771463394166 106.721092224121,10.7776288986205 106.720764160156,10.7763719558716 106.71883392334,10.7759885787964 106.717300415039,10.7747640609742 106.716918945313,10.7732439041139 106.71614074707,10.7736120224 106.715209960938,10.777660369873 106.712150573731,10.7747659683228 106.708404541016,10.775245666504 106.710395812988,10.7818794250488 106.714393615723,10.7849054336548 106.721992492676,10.7873268127443 106.724174499512,10.7849750518799 106.723365783691,10.7845735549927 106.724319458008,10.7824602127075 106.725563049316,10.7831077575684 106.72762298584,10.7794017791749]","https://www.google.com/maps/place/District+2,+Ho+Chi+Minh+City,+Vietnam/@10.8008669,106.6707174,15z/data=!4m5!3m4!1s0x3175267f1c6f9ea1:0xbecd38cc31f49c06!8m2!3d10.7872729!4d106.7498105",OK,8
2,An Lợi Đông,"[106.714408874512,10.76251411438 106.713478088379,10.7630968093873 106.71509552002,10.7677459716797 106.721237182617,10.7713680267335 106.72437286377,10.7742013931274 106.725967407227,10.7788677215576 106.72762298584,10.7794017791749 106.728523254395,10.7791738510132 106.729354858399,10.7803621292114 106.732574462891,10.7796773910522 106.73681640625,10.7767906188965 106.735237121582,10.7746829986573 106.734771728516,10.7667837142945 106.733764648437,10.7626628875732 106.730079650879,10.7598505020141 106.72509765625,10.7589902877808 106.722045898438,10.7592611312866 106.714408874512,10.76251411438]",,OK,
2,An Phú,"[106.781089782715,10.7945022583009 106.77367401123,10.7917985916137 106.768424987793,10.7909412384034 106.767776489258,10.7902364730836 106.764091491699,10.7889251708985 106.763290405274,10.7897510528565 106.759780883789,10.7904272079468 106.758926391602,10.7910966873169 106.758758544922,10.7924213409424 106.757110595703,10.7920951843263 106.754341125488,10.7883300781251 106.754570007324,10.7852935791016 106.749732971191,10.782925605774 106.747787475586,10.7808856964111 106.742309570313,10.7874631881714 106.741386413574,10.787091255188 106.740257263184,10.7877712249757 106.740142822266,10.7898416519165 106.735572814941,10.7905397415162 106.735748291016,10.7923393249511 106.73681640625,10.7925901412964 106.738357543945,10.7953453063966 106.736190795898,10.7971134185791 106.732963562012,10.7979640960693 106.733505249023,10.800085067749 106.748329162598,10.8028421401978 106.746673583984,10.8060150146484 106.748313903809,10.8081569671631 106.748229980469,10.8096818923951 106.750984191895,10.8128776550294 106.756980895996,10.8131227493287 106.762329101563,10.8145055770875 106.763954162598,10.812858581543 106.764663696289,10.8097887039185 106.766128540039,10.8086738586426 106.772972106934,10.8076095581055 106.776802062988,10.8089981079103 106.781089782715,10.7945022583009]",,OK,
2,Bình An,"[106.740142822266,10.7898416519165 106.737022399902,10.7891378402711 106.725563049316,10.7831077575684 106.724319458008,10.7824602127075 106.723365783691,10.7845735549927 106.724174499512,10.7849750518799 106.721992492676,10.7873268127443 106.724090576172,10.7889661788941 106.726776123047,10.7936458587647 106.727310180664,10.7989358901977 106.733505249023,10.800085067749 106.732963562012,10.7979640960693 106.736190795898,10.7971134185791 106.738357543945,10.7953453063966 106.73681640625,10.7925901412964 106.735748291016,10.7923393249511 106.735572814941,10.7905397415162 106.740142822266,10.7898416519165]",,OK,
2,Bình Khánh,"[106.747787475586,10.7808856964111 106.745407104492,10.7794113159181 106.743225097656,10.7768115997316 106.739616394043,10.7775573730468 106.73681640625,10.7767906188965 106.732574462891,10.7796773910522 106.729354858399,10.7803621292114 106.728523254395,10.7791738510132 106.72762298584,10.7794017791749 106.725563049316,10.7831077575684 106.737022399902,10.7891378402711 106.740142822266,10.7898416519165 106.740257263184,10.7877712249757 106.741386413574,10.787091255188 106.742309570313,10.7874631881714 106.747787475586,10.7808856964111]",,OK,
2,Bình Trưng Đông,"[106.781089782715,10.7945022583009 106.781616210938,10.7904224395752 106.786750793457,10.7906751632691 106.78727722168,10.7851867675781 106.783836364746,10.7819004058838 106.789924621582,10.778491973877 106.789443969727,10.7752161026002 106.787086486816,10.7766151428223 106.785446166992,10.7747354507446 106.782043457031,10.7756986618043 106.773025512695,10.7760696411133 106.772315979004,10.7779321670533 106.772895812988,10.7796545028687 106.771667480469,10.7806205749512 106.77124786377,10.7820749282837 106.769454956055,10.7818880081177 106.769111633301,10.7884883880616 106.768585205078,10.7883853912354 106.767776489258,10.7902364730836 106.768424987793,10.7909412384034 106.77367401123,10.7917985916137 106.781089782715,10.7945022583009]",,Not open,
2,Bình Trưng Tây,"[106.747787475586,10.7808856964111 106.749732971191,10.782925605774 106.754570007324,10.7852935791016 106.754341125488,10.7883300781251 106.757110595703,10.7920951843263 106.758758544922,10.7924213409424 106.758926391602,10.7910966873169 106.759780883789,10.7904272079468 106.763290405274,10.7897510528565 106.764091491699,10.7889251708985 106.767776489258,10.7902364730836 106.768585205078,10.7883853912354 106.769111633301,10.7884883880616 106.769454956055,10.7818880081177 106.765373229981,10.7814826965332 106.762054443359,10.782455444336 106.76065826416,10.782127380371 106.757919311523,10.7834062576293 106.755058288574,10.7827472686767 106.747650146484,10.7736616134644 106.743225097656,10.7768115997316 106.745407104492,10.7794113159181 106.747787475586,10.7808856964111]",,OK,
2,Cát Lái,"[106.799156188965,10.7589931488038 106.79125213623,10.7556037902833 106.773651123047,10.7714128494263 106.765327453613,10.7768507003785 106.76065826416,10.782127380371 106.762054443359,10.782455444336 106.765373229981,10.7814826965332 106.769454956055,10.7818880081177 106.77124786377,10.7820749282837 106.771667480469,10.7806205749512 106.772895812988,10.7796545028687 106.772315979004,10.7779321670533 106.773025512695,10.7760696411133 106.782043457031,10.7756986618043 106.785446166992,10.7747354507446 106.787086486816,10.7766151428223 106.789443969727,10.7752161026002 106.789924621582,10.778491973877 106.797103881836,10.7787227630615 106.79906463623,10.7760219573975 106.802345275879,10.7751579284669 106.804298400879,10.7761535644532 106.80647277832,10.7760105133057 106.810089111328,10.7746171951293 106.805572509766,10.7700881958009 106.803298950195,10.7625188827515 106.799156188965,10.7589931488038]",,Not open,
2,Thạnh Mỹ Lợi,"[106.767738342285,10.7419271469116 106.758781433105,10.7447109222412 106.751907348633,10.741888999939 106.74796295166,10.7418851852418 106.746192932129,10.7427415847779 106.744606018067,10.7448539733886 106.744186401367,10.7476930618287 106.744781494141,10.750982284546 106.751586914063,10.7609109878541 106.752639770508,10.7635860443115 106.751907348633,10.7681159973144 106.747650146484,10.7736616134644 106.755058288574,10.7827472686767 106.757919311523,10.7834062576293 106.76065826416,10.782127380371 106.765327453613,10.7768507003785 106.773651123047,10.7714128494263 106.79125213623,10.7556037902833 106.776222229004,10.7487192153931 106.767738342285,10.7419271469116]",,Not open,
2,Thảo Điền,"[106.727310180664,10.7989358901977 106.727012634277,10.8003931045533 106.72314453125,10.8061428070068 106.722312927246,10.8098030090333 106.723426818848,10.8138065338136 106.725563049316,10.8167467117311 106.729965209961,10.8193597793579 106.733451843262,10.8191890716553 106.734848022461,10.8175678253174 106.73641204834,10.8127689361572 106.738136291504,10.8102245330811 106.74242401123,10.8085498809814 106.744438171387,10.8084478378296 106.748229980469,10.8096818923951 106.748313903809,10.8081569671631 106.746673583984,10.8060150146484 106.748329162598,10.8028421401978 106.733505249023,10.800085067749 106.727310180664,10.7989358901977]",,OK,
2,Thủ Thiêm,"[106.709991455078,10.7665090560913 106.708251953125,10.7697286605835 106.708160400391,10.7705898284913 106.708404541016,10.775245666504 106.712150573731,10.7747659683228 106.715209960938,10.777660369873 106.71614074707,10.7736120224 106.716918945313,10.7732439041139 106.717300415039,10.7747640609742 106.71883392334,10.7759885787964 106.720764160156,10.7763719558716 106.721092224121,10.7776288986205 106.723915100098,10.7771463394166 106.725967407227,10.7788677215576 106.72437286377,10.7742013931274 106.721237182617,10.7713680267335 106.71509552002,10.7677459716797 106.713478088379,10.7630968093873 106.709991455078,10.7665090560913]",,OK,
6,1,"[106.654998779297,10.7461404800415 106.650932312012,10.7437648773193 106.649490356445,10.7429151535034 106.648597717285,10.7458753585816 106.648101806641,10.7478809356689 106.653823852539,10.7487564086913 106.654998779297,10.7461404800415]","https://www.google.com/maps/place/District+6,+Ho+Chi+Minh+City,+Vietnam/@10.7558399,106.6600163,15z/data=!4m5!3m4!1s0x31752e7cff633fdd:0x85ee85db9cb263ba!8m2!3d10.7480929!4d106.6352362",OK,6
6,2,"[106.653823852539,10.7487564086913 106.648101806641,10.7478809356689 106.647476196289,10.7495832443237 106.64771270752,10.7513122558594 106.649566650391,10.7511196136475 106.649780273438,10.7535037994385 106.650756835938,10.7534141540528 106.650527954102,10.7514696121216 106.653305053711,10.7516336441039 106.653335571289,10.7510976791382 106.653823852539,10.7487564086913]",,OK,
6,3,"[106.649490356445,10.7429151535034 106.644165039062,10.7397117614746 106.643295288086,10.7428731918335 106.648597717285,10.7458753585816 106.649490356445,10.7429151535034]",,OK,
6,4,"[106.643295288086,10.7428731918335 106.642753601074,10.7470598220826 106.648101806641,10.7478809356689 106.648597717285,10.7458753585816 106.643295288086,10.7428731918335]",,OK,
6,5,"[106.642753601074,10.7470598220826 106.640037536621,10.7466554641724 106.639839172363,10.7492485046387 106.642356872559,10.7497625350953 106.647476196289,10.7495832443237 106.648101806641,10.7478809356689 106.642753601074,10.7470598220826]",,OK,
6,6,"[106.647476196289,10.7495832443237 106.642356872559,10.7497625350953 106.643173217773,10.754207611084 106.649780273438,10.7535037994385 106.649566650391,10.7511196136475 106.64771270752,10.7513122558594 106.647476196289,10.7495832443237]",,OK,
6,7,"[106.63436126709,10.7408933639527 106.634475708008,10.7411727905273 106.636024475098,10.7387638092041 106.643295288086,10.7428731918335 106.644165039062,10.7397117614746 106.641799926758,10.7382621765137 106.634536743164,10.7333736419678 106.634399414062,10.7335424423218 106.634826660156,10.7361879348755 106.633827209473,10.7390518188477 106.63436126709,10.7408933639527]",,Not open,
6,8,"[106.640037536621,10.7466554641724 106.642753601074,10.7470598220826 106.643295288086,10.7428731918335 106.636024475098,10.7387638092041 106.634475708008,10.7411727905273 106.639488220215,10.7450513839722 106.640037536621,10.7466554641724]",,Not open,
6,9,"[106.642356872559,10.7497625350953 106.639839172363,10.7492485046387 106.636856079102,10.7547693252564 106.637603759766,10.7546653747559 106.641860961914,10.7543458938599 106.642471313477,10.7542819976808 106.643173217773,10.754207611084 106.642356872559,10.7497625350953]",,Not open,
6,10,"[106.63436126709,10.7408933639527 106.633827209473,10.7390518188477 106.634826660156,10.7361879348755 106.634399414062,10.7335424423218 106.627243041992,10.7297773361206 106.627662658691,10.7315731048584 106.624053955078,10.7315216064454 106.624389648438,10.7357425689698 106.621124267578,10.734058380127 106.622512817383,10.7433528900148 106.630004882812,10.7420845031739 106.63257598877,10.7427082061767 106.63436126709,10.7408933639527]",,Not open,
6,11,"[106.640037536621,10.7466554641724 106.639488220215,10.7450513839722 106.634475708008,10.7411727905273 106.63436126709,10.7408933639527 106.63257598877,10.7427082061767 106.630004882812,10.7420845031739 106.622512817383,10.7433528900148 106.623062133789,10.7450609207153 106.639839172363,10.7492485046387 106.640037536621,10.7466554641724]",,Not open,
6,12,"[106.623062133789,10.7450609207153 106.623794555664,10.7456674575806 106.634483337402,10.7539710998536 106.636856079102,10.7547693252564 106.639839172363,10.7492485046387 106.623062133789,10.7450609207153]",,Not open,
6,13,"[106.623794555664,10.7456674575806 106.624504089355,10.7559738159181 106.625267028809,10.7575016021729 106.624908447266,10.7589511871338 106.625396728516,10.7592134475708 106.62646484375,10.7577114105225 106.628219604492,10.7579593658447 106.628753662109,10.7569713592529 106.629821777344,10.7571897506715 106.630744934082,10.7561349868775 106.63240814209,10.75629901886 106.634483337402,10.7539710998536 106.623794555664,10.7456674575806]",,Not open,
6,14,"[106.637603759766,10.7546653747559 106.636856079102,10.7547693252564 106.634483337402,10.7539710998536 106.63240814209,10.75629901886 106.630744934082,10.7561349868775 106.629821777344,10.7571897506715 106.628753662109,10.7569713592529 106.628219604492,10.7579593658447 106.62646484375,10.7577114105225 106.625396728516,10.7592134475708 106.624908447266,10.7589511871338 106.624069213867,10.7624311447144 106.624771118164,10.7607307434082 106.629707336426,10.7602014541627 106.633598327637,10.7582540512086 106.634162902832,10.7590284347535 106.635330200195,10.7578315734863 106.637603759766,10.7546653747559]",,Not open,
8,1,"[106.687698364258,10.7402687072753 106.686660766602,10.7425403594971 106.687339782715,10.742714881897 106.686897277832,10.7432107925416 106.68782043457,10.7444181442262 106.688896179199,10.7442817687988 106.689445495606,10.7456712722778 106.687828063965,10.7518091201783 106.690483093262,10.7521743774415 106.690498352051,10.7499074935913 106.692977905273,10.745231628418 106.691970825195,10.7415647506715 106.687698364258,10.7402687072753]","https://www.google.com/maps/place/District+8,+Ho+Chi+Minh+City,+Vietnam/@10.74547,106.620525,14z/data=!4m5!3m4!1s0x31752dff8bced319:0x538294f72b6e6b33!8m2!3d10.7240878!4d106.6286259",OK,6
